web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519894901-7005","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA896A","Boeing 787-9 Dreamliner","","30. Nov 2017","null","0.3 Years"
"1519894907-7094","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA751A","Boeing 777-381","C21Y493","30. Jun 1998","null","19.8 Years"
"1519894904-7047","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA832A","Boeing 787-8 Dreamliner","C42Y198","14. Aug 2014","null","3.6 Years"
"1519894907-7090","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA733A","Boeing 777-381(ER)","F8C52W24Y166","20. Oct 2005","null","12.6 Years"
"1519894907-7105","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA781A","Boeing 777-381(ER)","F8C52W24Y180","25. Sep 2007","null","10.5 Years"
"1519894911-7181","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA05AN","Boeing 737-781(WL)","C8Y112","25. Jun 2006","null","11.7 Years"
"1519894911-7165","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA212A","Airbus A320-271N","C8Y138","01. Mar 2017","null","1.0 Years"
"1519894911-7192","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA58AN","Boeing 737-881(WL)","C8Y159","13. Oct 2009","null","8.5 Years"
"1519894904-7012","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA788A","Boeing 777-381(ER)","F8C52W24Y166","30. Jun 2010","null","7.7 Years"
"1519894909-7111","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA77AN","Boeing 737-881(WL)","C8Y158","08. Jul 2014","null","3.7 Years"
"1519894909-7148","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA626A","Boeing 767-381(ER)(WL)","C35Y167","16. Jan 2012","null","6.2 Years"
"1519894909-7108","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA74AN","Boeing 737-881(WL)","C8Y158","08. Oct 2013","null","4.4 Years"
"1519894907-7079","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA714A","Boeing 777-281","C21Y384","28. Jun 2005","null","12.7 Years"
"1519894911-7157","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA8313","Airbus A320-211","Y166","19. May 1995","null","22.9 Years"
"1519894907-7076","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA711A","Boeing 777-281","C21Y384","21. Jun 2004","null","13.7 Years"
"1519894911-7195","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA61AN","Boeing 737-881(WL)","C8Y158","25. Aug 2010","null","7.6 Years"
"1519894911-7180","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA04AN","Boeing 737-781(WL)","C8Y112","15. Mar 2006","null","12.0 Years"
"1519894904-7055","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA833A","Boeing 787-9 Dreamliner","W18Y377","25. Sep 2014","null","3.5 Years"
"1519894904-7041","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA824A","Boeing 787-8 Dreamliner","C12Y323","07. Jan 2014","null","4.3 Years"
"1519894904-7053","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA878A","Boeing 787-8 Dreamliner","C42Y198","12. May 2016","null","1.8 Years"
"1519894909-7147","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA625A","Boeing 767-381(ER)(WL)","C35Y167","02. Oct 2011","null","6.5 Years"
"1519894911-7172","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA","Airbus A321-272N","C8Y186","(On Order)","null",""
"1519894907-7074","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA709A","Boeing 777-281(ER)","C35Y271","15. Jun 2000","null","17.7 Years"
"1519894904-7037","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA820A","Boeing 787-8 Dreamliner","C46W21Y102","19. Jun 2013","null","4.8 Years"
"1519894911-7194","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA60AN","Boeing 737-881(WL)","C8Y158","23. Dec 2009","null","8.2 Years"
"1519894907-7098","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA755A","Boeing 777-381","C21Y493","06. Apr 1999","null","20.3 Years"
