web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Age,Models
1519894786-6871,https://www.planespotters.net/airline/Air-China?p=3,B-5925,Airbus A330-243,C30Y207,01. Aug 2013,4.7 Years,A330
1519894791-6960,https://www.planespotters.net/airline/Air-China?p=1,B-6468,Airbus A319-115(WL),C8Y120,20. Mar 2015,3.0 Years,A320
1519894779-6704,https://www.planespotters.net/airline/Air-China?p=6,B-5326,Boeing 737-86N,C8Y159,30. Jun 2007,10.7 Years,737
1519894786-6831,https://www.planespotters.net/airline/Air-China?p=3,B-6595,Airbus A321-213,C12Y173,09. Sep 2009,8.5 Years,A320
1519894774-6616,https://www.planespotters.net/airline/Air-China?p=8,B-1591,Boeing 787-9 Dreamliner,C30W34Y229,15. Feb 2017,1.1 Years,787
1519894786-6870,https://www.planespotters.net/airline/Air-China?p=3,B-5918,Airbus A330-243,C30Y207,18. Mar 2013,5.0 Years,A330
1519894781-6772,https://www.planespotters.net/airline/Air-China?p=5,B-1767,Boeing 737-89L(WL),C12Y147,14. Jan 2015,3.2 Years,737
1519894781-6750,https://www.planespotters.net/airline/Air-China?p=5,B-5229,Boeing 737-79L(WL),C8Y120,31. Jul 2006,11.6 Years,737
1519894783-6788,https://www.planespotters.net/airline/Air-China?p=4,B-6117,Airbus A330-243,C30Y207,20. Feb 2008,10.1 Years,A330
1519894786-6844,https://www.planespotters.net/airline/Air-China?p=3,B-6712,Airbus A321-213,F12Y173,23. Dec 2010,7.2 Years,A320
1519894779-6721,https://www.planespotters.net/airline/Air-China?p=6,B-5442,Boeing 737-89L(WL),C8Y159,15. Oct 2009,8.4 Years,737
1519894774-6591,https://www.planespotters.net/airline/Air-China?p=8,B-2035,Boeing 777-39L(ER),F8C42Y261,29. Oct 2012,5.4 Years,777
1519894788-6886,https://www.planespotters.net/airline/Air-China?p=2,B-6882,Airbus A320-232,C8Y150,20. Jun 2012,5.7 Years,A320
1519894774-6583,https://www.planespotters.net/airline/Air-China?p=8,B-2069,Boeing 777-2J6,C30W63Y217,29. Jun 2001,16.7 Years,777
1519894781-6766,https://www.planespotters.net/airline/Air-China?p=5,B-1761,Boeing 737-89L(WL),C12Y147,04. Feb 2015,3.1 Years,737
1519894783-6795,https://www.planespotters.net/airline/Air-China?p=4,B-6540,Airbus A330-243,C30Y207,17. Jan 2012,6.2 Years,A330
1519894786-6834,https://www.planespotters.net/airline/Air-China?p=3,B-6599,Airbus A321-213,C12Y173,12. Jun 2009,8.7 Years,A320
1519894786-6853,https://www.planespotters.net/airline/Air-China?p=3,B-6885,Airbus A321-232,C12Y173,22. Jun 2012,5.7 Years,A320
1519894776-6668,https://www.planespotters.net/airline/Air-China?p=7,B-7897,Boeing 737-89L(WL),C8Y168,13. Dec 2016,1.2 Years,737
1519894783-6812,https://www.planespotters.net/airline/Air-China?p=4,B-6101,Airbus A330-343,C30W16Y255,27. Nov 2015,2.4 Years,A330
1519894779-6681,https://www.planespotters.net/airline/Air-China?p=6,B-1975,Boeing 737-89L(WL),C12Y147,08. Sep 2014,3.5 Years,737
1519894786-6862,https://www.planespotters.net/airline/Air-China?p=3,B-8503,Airbus A321-232(WL),C16Y161,28. Sep 2016,1.4 Years,A320
1519894779-6725,https://www.planespotters.net/airline/Air-China?p=6,B-5485,Boeing 737-89L(WL),C8Y159,18. Dec 2009,8.2 Years,737
1519894786-6873,https://www.planespotters.net/airline/Air-China?p=3,B-5932,Airbus A330-243,C30Y207,17. Oct 2013,4.4 Years,A330
1519894783-6822,https://www.planespotters.net/airline/Air-China?p=4,B-8385,Airbus A330-343,C30W16Y255,28. Aug 2017,0.6 Years,A330
1519894786-6868,https://www.planespotters.net/airline/Air-China?p=3,B-9919,Airbus A321-213,C12Y173,26. Aug 2013,4.6 Years,A320
1519894776-6653,https://www.planespotters.net/airline/Air-China?p=7,B-6496,Boeing 737-89L(WL),C12Y147,05. Nov 2015,2.4 Years,737
1519894783-6820,https://www.planespotters.net/airline/Air-China?p=4,B-6530,Airbus A330-343,C30W16Y255,07. Apr 2011,7.0 Years,A330
1519894779-6683,https://www.planespotters.net/airline/Air-China?p=6,B-1977,Boeing 737-89L(WL),C12Y147,03. Dec 2014,3.3 Years,737
1519894779-6693,https://www.planespotters.net/airline/Air-China?p=6,B-2672,Boeing 737-89L,C8Y159,05. Jul 2002,15.7 Years,737
1519894774-6592,https://www.planespotters.net/airline/Air-China?p=8,B-2036,Boeing 777-39L(ER),F8C42Y261,20. Dec 2012,5.2 Years,777
1519894774-6579,https://www.planespotters.net/airline/Air-China?p=8,B-2486,Boeing 747-89L,F12C54W66Y233,05. Nov 2014,3.4 Years,747
1519894781-6760,https://www.planespotters.net/airline/Air-China?p=5,B-1528,Boeing 737-89L(WL),C8Y159,11. Aug 2015,2.6 Years,737
1519894779-6678,https://www.planespotters.net/airline/Air-China?p=6,B-1957,Boeing 737-89L(WL),C12Y147,14. Jul 2014,3.7 Years,737
1519894774-6577,https://www.planespotters.net/airline/Air-China?p=8,B-2482,Boeing 747-89L,F12C54W66Y233,20. May 2015,2.8 Years,747
1519894788-6927,https://www.planespotters.net/airline/Air-China?p=2,B-6383,Airbus A321-213,F12Y173,17. Oct 2008,9.4 Years,A320
1519894776-6645,https://www.planespotters.net/airline/Air-China?p=7,B-5681,Boeing 737-89L(WL),C8Y159,15. Oct 2012,5.4 Years,737
1519894781-6749,https://www.planespotters.net/airline/Air-China?p=5,B-5228,Boeing 737-79L(WL),C8Y120,18. Jul 2006,11.7 Years,737
1519894786-6851,https://www.planespotters.net/airline/Air-China?p=3,B-6848,Airbus A321-232,C12Y173,29. Feb 2012,6.0 Years,A320
1519894791-6974,https://www.planespotters.net/airline/Air-China?p=1,B-6611,Airbus A320-214,C8Y150,03. Dec 2009,11.8 Years,A320
1519894786-6858,https://www.planespotters.net/airline/Air-China?p=3,B-6973,Airbus A321-213,C12Y173,26. Apr 2013,4.9 Years,A320
1519894774-6594,https://www.planespotters.net/airline/Air-China?p=8,B-2038,Boeing 777-39L(ER),F8C42Y261,21. Mar 2013,5.0 Years,777
1519894791-6951,https://www.planespotters.net/airline/Air-China?p=1,B-6223,Airbus A319-115,C8Y120,21. Jun 2006,11.7 Years,A320
1519894774-6580,https://www.planespotters.net/airline/Air-China?p=8,B-2487,Boeing 747-89L,F12C54W66Y233,08. Dec 2014,3.4 Years,747
1519894774-6593,https://www.planespotters.net/airline/Air-China?p=8,B-2037,Boeing 777-39L(ER),F8C42Y261,22. Apr 2013,4.9 Years,777
1519894781-6751,https://www.planespotters.net/airline/Air-China?p=5,B-5296,Boeing 737-79L(WL),C8Y120,15. Jan 2013,5.2 Years,737
1519894783-6805,https://www.planespotters.net/airline/Air-China?p=4,B-5947,Airbus A330-343,C30W16Y255,30. Jun 2014,3.7 Years,A330
1519894774-6614,https://www.planespotters.net/airline/Air-China?p=8,B-1468,Boeing 787-9 Dreamliner,C30W34Y229,21. Nov 2017,0.3 Years,787
1519894781-6764,https://www.planespotters.net/airline/Air-China?p=5,B-1738,Boeing 737-89L(WL),C12Y147,25. Nov 2014,3.3 Years,737
1519894786-6876,https://www.planespotters.net/airline/Air-China?p=3,B-6071,Airbus A330-243,C12Y271,20. Jun 2006,12.8 Years,A330
1519894781-6774,https://www.planespotters.net/airline/Air-China?p=5,B-1909,Boeing 737-89L(WL),C12Y147,08. Nov 2013,4.3 Years,737
1519894774-6603,https://www.planespotters.net/airline/Air-China?p=8,B-2087,Boeing 777-39L(ER),F8C42Y261,18. Aug 2011,6.6 Years,777
1519894779-6714,https://www.planespotters.net/airline/Air-China?p=6,B-5392,Boeing 737-89L(WL),C8Y159,21. Jul 2008,9.7 Years,737
1519894779-6686,https://www.planespotters.net/airline/Air-China?p=6,B-2641,Boeing 737-89L,C8Y159,17. Aug 1999,18.6 Years,737
1519894786-6864,https://www.planespotters.net/airline/Air-China?p=3,B-8585,Airbus A321-232(WL),C16Y161,02. Aug 2017,0.6 Years,A320
1519894774-6612,https://www.planespotters.net/airline/Air-China?p=8,B-1466,Boeing 787-9 Dreamliner,C30W34Y229,11. Aug 2017,0.6 Years,787
1519894791-6950,https://www.planespotters.net/airline/Air-China?p=1,B-6216,Airbus A319-131,C8Y120,22. Dec 2005,12.2 Years,A320
1519894774-6598,https://www.planespotters.net/airline/Air-China?p=8,B-2045,Boeing 777-39L(ER),F8C42Y261,26. Mar 2014,4.0 Years,777
1519894786-6848,https://www.planespotters.net/airline/Air-China?p=3,B-6792,Airbus A321-232,C16Y161,09. Sep 2011,6.5 Years,A320
1519894776-6641,https://www.planespotters.net/airline/Air-China?p=7,B-5621,Boeing 737-89L(WL),C8Y159,22. Nov 2011,6.3 Years,737
1519894783-6779,https://www.planespotters.net/airline/Air-China?p=4,B-6079,Airbus A330-243,C30Y207,23. Jan 2007,11.2 Years,A330
1519894788-6898,https://www.planespotters.net/airline/Air-China?p=2,B-8582,Airbus A320-232(WL),C8Y150,06. Sep 2017,0.5 Years,A320
1519894774-6610,https://www.planespotters.net/airline/Air-China?p=8,B-1368,Boeing 787-9 Dreamliner,C30W34Y229,08. Feb 2018,0.1 Years,787
1519894779-6679,https://www.planespotters.net/airline/Air-China?p=6,B-1958,Boeing 737-89L(WL),C12Y147,13. Aug 2014,3.6 Years,737
1519894786-6835,https://www.planespotters.net/airline/Air-China?p=3,B-6603,Airbus A321-213,C12Y173,11. Dec 2009,8.2 Years,A320
1519894783-6802,https://www.planespotters.net/airline/Air-China?p=4,B-5916,Airbus A330-343,C30W16Y255,06. Feb 2013,5.2 Years,A330
1519894776-6666,https://www.planespotters.net/airline/Air-China?p=7,B-7895,Boeing 737-89L(WL),C8Y168,20. Oct 2016,1.4 Years,737
1519894774-6621,https://www.planespotters.net/airline/Air-China?p=8,B-7879,Boeing 787-9 Dreamliner,C30W34Y229,22. Jun 2016,1.8 Years,787
1519894779-6720,https://www.planespotters.net/airline/Air-China?p=6,B-5426,Boeing 737-89L(WL),C8Y159,22. Jul 2009,8.6 Years,737
1519894788-6920,https://www.planespotters.net/airline/Air-China?p=2,B-6326,Airbus A321-213,F12Y173,18. Dec 2007,10.3 Years,A320
1519894776-6638,https://www.planespotters.net/airline/Air-China?p=7,B-5582,Boeing 737-89L(WL),C8Y159,14. Jul 2011,6.7 Years,737
1519894786-6833,https://www.planespotters.net/airline/Air-China?p=3,B-6597,Airbus A321-213,C12Y173,19. Oct 2009,8.4 Years,A320
1519894774-6586,https://www.planespotters.net/airline/Air-China?p=8,B-1430,Boeing 777-39L(ER),C36Y356,28. Aug 2017,0.5 Years,777
1519894783-6793,https://www.planespotters.net/airline/Air-China?p=4,B-6533,Airbus A330-243,C30Y207,12. Jul 2011,6.7 Years,A330
1519894776-6674,https://www.planespotters.net/airline/Air-China?p=7,B-2481,Boeing 747-89L,F12C54W66Y233,23. Apr 2015,2.9 Years,747
1519894779-6692,https://www.planespotters.net/airline/Air-China?p=6,B-2671,Boeing 737-89L,C8Y159,29. Jun 2002,15.7 Years,737
1519894781-6754,https://www.planespotters.net/airline/Air-China?p=5,B-1416,Boeing 737-89L(WL),C8Y168,24. Apr 2017,0.9 Years,737
1519894786-6867,https://www.planespotters.net/airline/Air-China?p=3,B-8800,Airbus A321-232(WL),C16Y161,28. Feb 2017,1.0 Years,A320
1519894791-6968,https://www.planespotters.net/airline/Air-China?p=1,B-1875,Airbus A320-214(WL),C8Y150,16. Dec 2014,3.2 Years,A320
1519894788-6884,https://www.planespotters.net/airline/Air-China?p=2,B-6847,Airbus A320-214,C8Y150,16. Mar 2012,6.0 Years,A320
1519894791-6979,https://www.planespotters.net/airline/Air-China?p=1,B-6745,Airbus A320-232,C8Y150,02. Jun 2011,6.8 Years,A320
1519894776-6649,https://www.planespotters.net/airline/Air-China?p=7,B-5848,Boeing 737-89L(WL),C12Y147,13. Sep 2013,4.5 Years,737
1519894774-6595,https://www.planespotters.net/airline/Air-China?p=8,B-2039,Boeing 777-39L(ER),F8C42Y261,10. Jul 2013,4.7 Years,777
1519894783-6782,https://www.planespotters.net/airline/Air-China?p=4,B-6090,Airbus A330-243,C30Y207,04. Sep 2007,10.6 Years,A330
1519894788-6894,https://www.planespotters.net/airline/Air-China?p=2,B-8429,Airbus A320-232(WL),C8Y150,18. Mar 2016,2.0 Years,A320
1519894776-6671,https://www.planespotters.net/airline/Air-China?p=7,B-2472,Boeing 747-4J6,VIP,02. May 2000,17.9 Years,747
1519894781-6728,https://www.planespotters.net/airline/Air-China?p=5,B-1392,Boeing 737-8 MAX,C8Y168,13. Dec 2017,0.3 Years,737
1519894791-6942,https://www.planespotters.net/airline/Air-China?p=1,B-6036,Airbus A319-115,C8Y120,09. Sep 2004,13.5 Years,A320
1519894786-6837,https://www.planespotters.net/airline/Air-China?p=3,B-6631,Airbus A321-213,F12Y173,03. Feb 2010,8.1 Years,A320
1519894779-6697,https://www.planespotters.net/airline/Air-China?p=6,B-5176,Boeing 737-86N,C8Y159,07. Nov 2006,11.4 Years,737
1519894781-6738,https://www.planespotters.net/airline/Air-China?p=5,B-3999,Boeing 737-79L(BBJ),VIP,26. Apr 2012,6.9 Years,737
1519894783-6784,https://www.planespotters.net/airline/Air-China?p=4,B-6092,Airbus A330-243,C30Y207,31. Oct 2007,10.4 Years,A330
1519894783-6816,https://www.planespotters.net/airline/Air-China?p=4,B-6512,Airbus A330-343,C30W16Y255,09. Mar 2010,8.1 Years,A330
1519894791-6937,https://www.planespotters.net/airline/Air-China?p=1,B-6031,Airbus A319-131,C8Y120,24. Mar 2004,14.1 Years,A320
1519894791-6936,https://www.planespotters.net/airline/Air-China?p=1,B-6024,Airbus A319-131,C8Y120,02. Sep 2003,14.7 Years,A320
1519894786-6866,https://www.planespotters.net/airline/Air-China?p=3,B-8799,Airbus A321-232(WL),C16Y161,23. Jan 2017,1.1 Years,A320
1519894786-6872,https://www.planespotters.net/airline/Air-China?p=3,B-5927,Airbus A330-243,C30Y207,04. Sep 2013,4.6 Years,A330
1519894791-6932,https://www.planespotters.net/airline/Air-China?p=1,B-6004,Airbus A319-115,C8Y120,07. Jul 2005,12.7 Years,A320
1519894776-6665,https://www.planespotters.net/airline/Air-China?p=7,B-7893,Boeing 737-89L(WL),C8Y168,06. Sep 2016,1.5 Years,737
1519894791-6975,https://www.planespotters.net/airline/Air-China?p=1,B-6676,Airbus A320-232,C8Y150,10. Jun 2010,7.8 Years,A320
1519894774-6590,https://www.planespotters.net/airline/Air-China?p=8,B-2033,Boeing 777-39L(ER),F8C42Y261,25. Sep 2012,5.5 Years,777
1519894781-6729,https://www.planespotters.net/airline/Air-China?p=5,B-1393,Boeing 737-8 MAX,C8Y168,30. Dec 2017,0.2 Years,737
1519894783-6777,https://www.planespotters.net/airline/Air-China?p=4,B-6075,Airbus A330-243,C30Y207,08. Nov 2006,11.4 Years,A330
1519894779-6688,https://www.planespotters.net/airline/Air-China?p=6,B-2643,Boeing 737-89L,C8Y159,27. Sep 1999,18.5 Years,737
1519894788-6919,https://www.planespotters.net/airline/Air-China?p=2,B-1879,Airbus A321-232(WL),C16Y161,14. Nov 2014,3.3 Years,A320
1519894783-6827,https://www.planespotters.net/airline/Air-China?p=4,B-,Airbus A350-941,C32Y280,(On Order),,A350
1519894779-6690,https://www.planespotters.net/airline/Air-China?p=6,B-2648,Boeing 737-89L,C8Y159,15. Apr 2000,18.0 Years,737
1519894786-6865,https://www.planespotters.net/airline/Air-China?p=3,B-8595,Airbus A321-232(WL),C16Y161,17. Jul 2017,0.7 Years,A320
1519894781-6761,https://www.planespotters.net/airline/Air-China?p=5,B-1529,Boeing 737-89L(WL),C12Y147,01. Sep 2015,2.5 Years,737
1519894779-6685,https://www.planespotters.net/airline/Air-China?p=6,B-2510,Boeing 737-8Z0,C8Y159,28. Oct 2002,18.5 Years,737
1519894774-6578,https://www.planespotters.net/airline/Air-China?p=8,B-2485,Boeing 747-89L,F12C54W66Y233,27. Sep 2014,3.9 Years,747
1519894786-6849,https://www.planespotters.net/airline/Air-China?p=3,B-6823,Airbus A321-232,C12Y173,18. Oct 2011,6.4 Years,A320
1519894776-6644,https://www.planespotters.net/airline/Air-China?p=7,B-5680,Boeing 737-89L(WL),C8Y159,20. Aug 2012,5.6 Years,737
1519894786-6854,https://www.planespotters.net/airline/Air-China?p=3,B-6917,Airbus A321-232,C12Y173,23. Aug 2012,5.5 Years,A320
1519894786-6850,https://www.planespotters.net/airline/Air-China?p=3,B-6825,Airbus A321-232,C12Y173,06. Dec 2011,6.3 Years,A320
1519894786-6874,https://www.planespotters.net/airline/Air-China?p=3,B-5933,Airbus A330-243,C30Y207,02. Dec 2013,4.3 Years,A330
1519894774-6615,https://www.planespotters.net/airline/Air-China?p=8,B-1469,Boeing 787-9 Dreamliner,C30W34Y229,12. Dec 2017,0.2 Years,787
1519894779-6708,https://www.planespotters.net/airline/Air-China?p=6,B-5341,Boeing 737-89L(WL),C8Y159,15. Oct 2007,10.4 Years,737
1519894786-6877,https://www.planespotters.net/airline/Air-China?p=3,B-6072,Airbus A330-243,C12Y271,07. Jul 2006,11.8 Years,A330
1519894774-6596,https://www.planespotters.net/airline/Air-China?p=8,B-2040,Boeing 777-39L(ER),F8C42Y261,24. Sep 2013,4.6 Years,777
1519894786-6860,https://www.planespotters.net/airline/Air-China?p=3,B-8495,Airbus A321-232(WL),C16Y161,29. Jul 2016,1.6 Years,A320
1519894774-6609,https://www.planespotters.net/airline/Air-China?p=8,B-7973,Boeing 777-39L(ER),C36Y356,05. Dec 2016,1.3 Years,777
1519894783-6790,https://www.planespotters.net/airline/Air-China?p=4,B-6131,Airbus A330-243,C30Y207,25. Jul 2008,9.7 Years,A330
1519894788-6911,https://www.planespotters.net/airline/Air-China?p=2,B-1638,Airbus A321-213(WL),C16Y161,29. Jun 2015,2.7 Years,A320
1519894781-6727,https://www.planespotters.net/airline/Air-China?p=5,B-1225,Boeing 737-8 MAX,C8Y168,(On Order),0.0 Years,737
1519894781-6755,https://www.planespotters.net/airline/Air-China?p=5,B-1417,Boeing 737-89L(WL),C8Y168,13. Feb 2017,1.1 Years,737
1519894791-6969,https://www.planespotters.net/airline/Air-China?p=1,B-6606,Airbus A320-214,C8Y150,28. Jul 2009,10.3 Years,A320
1519894791-6930,https://www.planespotters.net/airline/Air-China?p=1,B-2364,Airbus A319-115,C8Y120,28. Jun 2005,12.7 Years,A320
1519894786-6840,https://www.planespotters.net/airline/Air-China?p=3,B-6665,Airbus A321-213,F12Y173,26. May 2010,7.8 Years,A320
1519894779-6703,https://www.planespotters.net/airline/Air-China?p=6,B-5325,Boeing 737-86N,C8Y159,31. May 2007,10.8 Years,737
1519894788-6887,https://www.planespotters.net/airline/Air-China?p=2,B-6915,Airbus A320-214,C8Y150,13. Jul 2012,5.7 Years,A320
1519894776-6669,https://www.planespotters.net/airline/Air-China?p=7,B-2445,Boeing 747-4J6,F10C42Y292,25. Feb 1994,24.0 Years,747
1519894776-6646,https://www.planespotters.net/airline/Air-China?p=7,B-5682,Boeing 737-89L(WL),C8Y159,16. Oct 2012,5.4 Years,737
1519894783-6815,https://www.planespotters.net/airline/Air-China?p=4,B-6511,Airbus A330-343,C30W16Y255,10. May 2010,7.9 Years,A330
1519894791-6946,https://www.planespotters.net/airline/Air-China?p=1,B-6046,Airbus A319-115,C8Y120,23. Aug 2005,12.6 Years,A320
1519894781-6765,https://www.planespotters.net/airline/Air-China?p=5,B-1760,Boeing 737-89L(WL),C12Y147,21. Jan 2015,3.1 Years,737
1519894776-6664,https://www.planespotters.net/airline/Air-China?p=7,B-7892,Boeing 737-89L(WL),C8Y168,27. Jun 2016,1.7 Years,737
1519894781-6743,https://www.planespotters.net/airline/Air-China?p=5,B-5203,Boeing 737-79L(WL),C8Y120,26. Jan 2006,12.1 Years,737
1519894788-6900,https://www.planespotters.net/airline/Air-China?p=2,B-8745,Airbus A320-232(WL),C8Y150,14. Apr 2017,0.9 Years,A320
1519894776-6633,https://www.planespotters.net/airline/Air-China?p=7,B-5518,Boeing 737-89L(WL),C8Y159,20. Jul 2010,7.7 Years,737
1519894791-6933,https://www.planespotters.net/airline/Air-China?p=1,B-6014,Airbus A319-115,C8Y120,21. Jul 2005,12.6 Years,A320
1519894791-6957,https://www.planespotters.net/airline/Air-China?p=1,B-6236,Airbus A319-131,C8Y120,19. Jul 2007,10.6 Years,A320
1519894776-6647,https://www.planespotters.net/airline/Air-China?p=7,B-5696,Boeing 737-89L(WL),C12Y147,11. Dec 2012,5.3 Years,737
1519894786-6832,https://www.planespotters.net/airline/Air-China?p=3,B-6596,Airbus A321-213,C12Y173,18. Sep 2009,8.5 Years,A320
1519894776-6642,https://www.planespotters.net/airline/Air-China?p=7,B-5622,Boeing 737-89L(WL),C8Y159,08. Dec 2011,6.3 Years,737
1519894776-6648,https://www.planespotters.net/airline/Air-China?p=7,B-5793,Boeing 737-89L(WL),C12Y147,09. Sep 2013,4.5 Years,737
1519894788-6914,https://www.planespotters.net/airline/Air-China?p=2,B-1833,Airbus A321-232(WL),C16Y161,20. Jun 2014,3.7 Years,A320
1519894779-6695,https://www.planespotters.net/airline/Air-China?p=6,B-5170,Boeing 737-808,C8Y159,24. Jul 2006,11.6 Years,737
1519894774-6605,https://www.planespotters.net/airline/Air-China?p=8,B-2089,Boeing 777-39L(ER),F8C42Y261,06. Feb 2012,6.1 Years,777
1519894781-6762,https://www.planespotters.net/airline/Air-China?p=5,B-1530,Boeing 737-89L(WL),C12Y147,29. Sep 2015,2.5 Years,737
1519894791-6958,https://www.planespotters.net/airline/Air-China?p=1,B-6237,Airbus A319-115,C8Y120,13. Aug 2007,10.6 Years,A320
1519894786-6859,https://www.planespotters.net/airline/Air-China?p=3,B-8492,Airbus A321-232(WL),C16Y161,22. Jun 2016,1.7 Years,A320
1519894781-6742,https://www.planespotters.net/airline/Air-China?p=5,B-5202,Boeing 737-79L(WL),C8Y120,22. Dec 2005,12.2 Years,737
